,Kenteken,Voertuigsoort,Merk,Handelsbenaming,Datum tenaamstelling,Eerste kleur,Cilinderinhoud,Datum eerste toelating,Datum eerste tenaamstelling in Nederland,Catalogusprijs
17579,P511DT,Personenauto,VOLVO,XC40,20220218,GRIJS,,20220218,20220218,47879
17580,P511FD,Personenauto,PEUGEOT,208,20220225,WIT,,20220225,20220225,34630
17581,P511FV,Personenauto,HYUNDAI,IONIQ5,20220319,BLAUW,,20220319,20220319,53400
17582,P511GF,Personenauto,CITROEN,E-C4,20220307,ZWART,,20220307,20220307,36849
17583,P511HF,Personenauto,RENAULT,ZOE,20220328,WIT,,20220328,20220328,36215
17584,P511HG,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220317,GRIJS,,20220317,20220317,36665
17585,P511HL,Personenauto,MERCEDES-BENZ,EQS 450+,20220326,GRIJS,,20220326,20220326,129276
17586,P511KD,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220406,WIT,,20220406,20220406,53305
17587,P511KJ,Personenauto,BMW I,I3,20220404,BLAUW,,20220404,20220404,44365
17588,P511KN,Personenauto,CUPRA,BORN,20220425,GRIJS,,20220425,20220425,40925
17589,P511KV,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220411,ZWART,,20220411,20220411,50005
17590,P511NX,Personenauto,KIA,NIRO,20220504,BLAUW,,20220504,20220504,46840
17591,P511NZ,Personenauto,PORSCHE,TAYCAN,20220507,GRIJS,,20220507,20220507,103073
17592,P511PG,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20220531,ZWART,,20220531,20220531,63041
17593,P511PR,Personenauto,PORSCHE,TAYCAN,20220525,GRIJS,,20220525,20220525,100112
17594,P511PS,Personenauto,AUDI,Q4 35 E-TRON,20220527,BLAUW,,20220527,20220527,53333
17595,P511RB,Personenauto,PEUGEOT,208,20220523,WIT,,20220523,20220523,32199
17596,P511RF,Personenauto,KIA,EV6,20220520,GRIJS,,20220520,20220520,45755
17597,P511RL,Personenauto,BMW,I4 EDRIVE40,20220530,WIT,,20220228,20220530,72280
17598,P511RZ,Personenauto,MAZDA,MAZDA MX-30,20220530,GRIJS,,20220530,20220530,34600
17599,P511ST,Personenauto,BMW,IX3,20220604,GRIJS,,20220604,20220604,74165
17600,P511TD,Personenauto,KIA,EV6,20220610,ROOD,,20220610,20220610,44165
17601,P511TK,Personenauto,CUPRA,BORN,20220627,WIT,,20220627,20220627,41675
17602,P511VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17603,P511VS,Personenauto,POLESTAR,POLESTAR 2,20220831,WIT,,20220629,20220629,46900
17604,P511VT,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220628,WIT,,20220628,20220628,32591
17605,P511VX,Personenauto,KIA,EV6,20220628,WIT,,20220628,20220628,44960
17606,P511XD,Personenauto,AUDI,Q4 40 E-TRON,20220921,ZWART,,20220624,20220624,70981
17607,P511XF,Personenauto,MG,MG ZS EV,20220630,ZWART,,20220630,20220630,35740
17608,P511XN,Personenauto,OPEL,MOKKA,20220630,ZWART,,20220630,20220630,39793
17609,P511XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,59100
17610,P512BD,Personenauto,HYUNDAI,IONIQ5,20220128,WIT,,20220128,20220128,55400
17611,P512BJ,Personenauto,SKODA,ENYAQ 80,20220128,ZWART,,20220128,20220128,53995
17612,P512DN,Personenauto,VOLVO,XC40,20220218,ZWART,,20220218,20220218,46885
17613,P512DT,Personenauto,VOLVO,XC40,20220218,ZWART,,20220218,20220218,51880
17614,P512FN,Personenauto,PORSCHE,TAYCAN,20220225,ROOD,,20220225,20220225,105639
17615,P512FT,Personenauto,CITROEN,E-C4,20220228,GRIJS,,20220228,20220228,38949
17616,P512FV,Personenauto,HYUNDAI,IONIQ5,20220324,GRIJS,,20220324,20220324,53400
17617,P512GN,Personenauto,HYUNDAI,IONIQ5,20220311,GRIJS,,20220311,20220311,53600
17618,P512GS,Personenauto,AUDI,Q4 40 E-TRON,20220329,ZWART,,20220329,20220329,60883
17619,P512KG,Personenauto,SKODA,ENYAQ 80,20220412,GRIJS,,20220412,20220412,51715
17620,P512KN,Personenauto,CUPRA,BORN,20220425,GRIJS,,20220425,20220425,40925
17621,P512ND,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220429,BLAUW,,20220429,20220429,41855
17622,P512NN,Personenauto,FORD,MUSTANG MACH-E,20220531,ZWART,,20220531,20220531,62374
17623,P512NT,Personenauto,FIAT,500,20220826,GRIJS,,20220429,20220429,35996
17624,P512NX,Personenauto,KIA,NIRO,20220527,GRIJS,,20220527,20220527,45845
17625,P512NZ,Personenauto,PORSCHE,TAYCAN,20220506,BRUIN,,20220506,20220506,109521
17626,P512PG,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20220531,ZWART,,20220531,20220531,63041
17627,P512RF,Personenauto,KIA,EV6,20220519,BLAUW,,20220519,20220519,59760
17628,P512SF,Personenauto,MG,MG ZS EV,20220606,GRIJS,,20220606,20220606,39140
17629,P512SL,Personenauto,FORD,MUSTANG MACH-E,20220602,WIT,,20220602,20220602,61674
17630,P512ST,Personenauto,BMW,IX3,20220607,ZWART,,20220607,20220607,74886
17631,P512SV,Personenauto,VOLKSWAGEN,ID.3 PRO S 150 KW,20220607,GRIJS,,20220607,20220607,46085
17632,P512TD,Personenauto,KIA,EV6,20220627,BLAUW,,20220627,20220627,44960
17633,P512TK,Personenauto,CUPRA,BORN,20220627,WIT,,20220627,20220627,41675
17634,P512VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17635,P512VN,Personenauto,CITROEN,JUMPY,20220824,WIT,,20220729,20220729,56507
17636,P512VS,Personenauto,POLESTAR,POLESTAR 2,20220628,BLAUW,,20220628,20220628,46900
17637,P512VT,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220630,GRIJS,,20220630,20220630,41841
17638,P512VX,Personenauto,KIA,EV6,20220629,ZWART,,20220629,20220629,54960
17639,P512XB,Personenauto,SKODA,ENYAQ 60,20220629,WIT,,20220629,20220629,51185
17640,P512XN,Personenauto,OPEL,MOKKA,20220630,WIT,,20220630,20220630,37195
17641,P512XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,59100
17642,P513BJ,Personenauto,SKODA,ENYAQ 80,20220603,ZWART,,20220128,20220128,53995
17643,P513BV,Personenauto,VOLVO,C40,20220308,GROEN,,20220308,20220308,60880
17644,P513DN,Personenauto,VOLVO,XC40,20220218,GRIJS,,20220218,20220218,52539
17645,P513FD,Personenauto,PEUGEOT,208,20220308,BLAUW,,20220308,20220308,29930
17646,P513FJ,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220224,BLAUW,,20220224,20220224,48655
17647,P513FV,Personenauto,HYUNDAI,IONIQ5,20220310,GRIJS,,20220310,20220310,59800
17648,P513GN,Personenauto,HYUNDAI,IONIQ5,20220309,GROEN,,20220309,20220309,50705
17649,P513JP,Personenauto,BMW,I4 M50,20220401,ZWART,,20220401,20220401,89971
17650,P513KG,Personenauto,SKODA,ENYAQ 80,20220413,ZWART,,20220413,20220413,52695
17651,P513KN,Personenauto,CUPRA,BORN,20220420,GRIJS,,20220420,20220420,43675
17652,P513KV,Personenauto,SKODA,ENYAQ 80,20220615,WIT,,20220428,20220428,51275
17653,P513LL,Personenauto,VOLKSWAGEN,ID.4 PURE 109 KW,20220922,BLAUW,,20220415,20220415,46095
17654,P513LS,Personenauto,SKODA,ENYAQ 80,20220725,GRIJS,,20220420,20220420,52707
17655,P513NT,Personenauto,FIAT,500,20220730,BLAUW,,20220429,20220429,37796
17656,P513NX,Personenauto,KIA,NIRO,20220509,ROOD,,20220509,20220509,40845
17657,P513PD,Personenauto,VOLVO,XC40,20220510,GROEN,,20220510,20220510,62779
17658,P513PG,Personenauto,MERCEDES-BENZ,EQB 250,20220513,GRIJS,,20220513,20220513,67548
17659,P513PJ,Personenauto,MINI,COOPER SE,20220513,ROOD,,20220513,20220513,37766
17660,P513PS,Personenauto,AUDI,Q4 SPORTBACK 40 E-TRON,20220525,ZWART,,20220525,20220525,68940
17661,P513RF,Personenauto,KIA,EV6,20220520,ROOD,,20220520,20220520,58965
17662,P513RV,Personenauto,PORSCHE,TAYCAN,20220531,GRIJS,,20220531,20220531,129967
17663,P513SR,Personenauto,VOLKSWAGEN,ID.3 PRO S 150 KW,20220730,GRIJS,,20220629,20220629,45065
17664,P513TD,Personenauto,KIA,EV6,20220607,BLAUW,,20220607,20220607,44960
17665,P513TK,Personenauto,CUPRA,BORN,20220627,GRIJS,,20220627,20220627,41675
17666,P513VN,Personenauto,CITROEN,E-C4,20220623,WIT,,20220623,20220623,42699
17667,P513VS,Personenauto,POLESTAR,POLESTAR 2,20220725,BLAUW,,20220725,20220725,46900
17668,P513VT,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220629,GRIJS,,20220629,20220629,37891
17669,P513VX,Personenauto,KIA,EV6,20220628,WIT,,20220628,20220628,56360
17670,P513XF,Personenauto,MG,MG ZS EV,20220714,GRIJS,,20220714,20220714,35740
17671,P513XN,Personenauto,OPEL,MOKKA,20220726,BLAUW,,20220726,20220726,39396
17672,P513XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,57711
17673,P513XS,Personenauto,SKODA,ENYAQ 80,20220707,GRIJS,,20220707,20220707,62825
17674,P513XT,Personenauto,HYUNDAI,KONA,20220728,BRUIN,,20220728,20220728,42190
17675,P513XX,Personenauto,SKODA,ENYAQ 60,20220817,GRIJS,,20220728,20220728,44275
17676,P514DN,Personenauto,VOLVO,XC40,20220212,GRIJS,,20220212,20220212,53929
17677,P514FL,Personenauto,HYUNDAI,KONA,20220226,BRUIN,,20220226,20220226,40690
17678,P514FV,Personenauto,HYUNDAI,IONIQ5,20220312,GEEL,,20220312,20220312,59800
17679,P514GN,Personenauto,HYUNDAI,IONIQ5,20220309,GROEN,,20220309,20220309,50705
17680,P514HB,Personenauto,PEUGEOT,208,20220311,GEEL,,20220311,20220311,33850
17681,P514JF,Personenauto,VOLVO,XC40,20220331,WIT,,20220331,20220331,52625
17682,P514JP,Personenauto,MINI,COOPER SE,20220331,WIT,,20220331,20220331,39656
17683,P514KD,Personenauto,SKODA,ENYAQ 60,20220401,GRIJS,,20220401,20220401,51955
17684,P514KN,Personenauto,CUPRA,BORN,20220603,GRIJS,,20220603,20220603,43675
17685,P514LS,Personenauto,SKODA,ENYAQ 80,20220524,ZWART,,20220420,20220420,52405
17686,P514LZ,Personenauto,SKODA,ENYAQ 60,20220524,GRIJS,,20220524,20220524,46355
17687,P514ND,Personenauto,VOLKSWAGEN,ID.4 GTX 220 KW,20220423,ZWART,,20220423,20220423,57375
17688,P514NJ,Personenauto,AUDI,Q4 40 E-TRON,20220429,PAARS,,20220429,20220429,62486
17689,P514NT,Personenauto,FIAT,500,20220429,ZWART,,20220429,20220429,31400
17690,P514NX,Personenauto,KIA,NIRO,20220511,WIT,,20220511,20220511,40050
17691,P514NZ,Personenauto,MERCEDES-BENZ,EQA 250,20220506,GRIJS,,20220506,20220506,58078
17692,P514PG,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20220531,ZWART,,20220531,20220531,63041
17693,P514RF,Personenauto,KIA,EV6,20220520,ROOD,,20220520,20220520,58965
17694,P514RV,Personenauto,PORSCHE,TAYCAN 4S,20220531,BLAUW,,20220531,20220531,166760
17695,P514SR,Personenauto,VOLKSWAGEN,ID.3 PRO S 150 KW,20220607,WIT,,20220607,20220607,46085
17696,P514SX,Personenauto,PEUGEOT,208,20220622,GEEL,,20220622,20220622,31300
17697,P514TD,Personenauto,KIA,EV6,20220609,WIT,,20220609,20220609,44960
17698,P514TK,Personenauto,CUPRA,BORN,20220627,GRIJS,,20220627,20220627,41675
17699,P514VN,Personenauto,CITROEN,E-C4,20220624,BLAUW,,20220624,20220624,40800
17700,P514VS,Personenauto,POLESTAR,POLESTAR 2,20220630,GRIJS,,20220630,20220630,46900
17701,P514VX,Personenauto,KIA,EV6,20220701,WIT,,20220701,20220701,57260
17702,P514XB,Personenauto,SKODA,ENYAQ 60,20220722,BLAUW,,20220722,20220722,50805
17703,P514XF,Personenauto,MG,MG ZS EV,20220630,WIT,,20220630,20220630,35090
17704,P514XN,Personenauto,OPEL,MOKKA,20220726,ROOD,,20220726,20220726,39596
17705,P514XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,59100
17706,P514XS,Personenauto,SKODA,ENYAQ 60,20220727,BLAUW,,20220720,20220720,51505
17707,P514XT,Personenauto,HYUNDAI,KONA,20220720,GRIJS,,20220720,20220720,42190
17708,P514XX,Personenauto,SKODA,ENYAQ 80,20220711,WIT,,20220711,20220711,59445
17709,P515DH,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20220217,ZWART,,20220217,20220217,75812
17710,P515FB,Personenauto,VOLVO,XC40,20220310,GRIJS,,20220310,20220310,46275
17711,P515FF,Personenauto,MINI,COOPER SE,20220307,BLAUW,,20220307,20220307,42892
17712,P515FJ,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220223,BLAUW,,20220223,20220223,36665
17713,P515FL,Personenauto,HYUNDAI,KONA,20220225,BLAUW,,20220225,20220225,40690
17714,P515FV,Personenauto,HYUNDAI,IONIQ5,20220301,GRIJS,,20220301,20220301,59600
17715,P515GN,Personenauto,HYUNDAI,IONIQ5,20220314,ZWART,,20220314,20220314,53400
17716,P515JF,Personenauto,VOLVO,XC40,20220325,ZWART,,20220325,20220325,44885
17717,P515KD,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220805,WIT,,20220419,20220419,60065
17718,P515KN,Personenauto,CUPRA,BORN,20220422,BLAUW,,20220422,20220422,43915
17719,P515LS,Personenauto,AUDI,Q4 40 E-TRON,20220420,WIT,,20220420,20220420,66044
17720,P515LZ,Personenauto,AUDI,E-TRON SPORTBACK 55,20220425,GRIJS,,20220425,20220425,89830
17721,P515NG,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220430,ZWART,,20220430,20220430,50915
17722,P515NT,Personenauto,FIAT,500,20220429,WIT,,20220429,20220429,29900
17723,P515NX,Personenauto,KIA,NIRO,20220504,WIT,,20220504,20220504,41045
17724,P515NZ,Personenauto,MERCEDES-BENZ,EQA 250,20220504,ZWART,,20220504,20220504,55949
17725,P515PG,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20220531,ZWART,,20220531,20220531,63041
17726,P515PJ,Personenauto,MINI,COOPER SE,20220511,ROOD,,20220511,20220511,37567
17727,P515PP,Personenauto,SKODA,ENYAQ 60,20220527,GRIJS,,20220527,20220527,46355
17728,P515RB,Personenauto,PEUGEOT,208,20220518,WIT,,20220518,20220518,30250
17729,P515RF,Personenauto,KIA,EV6,20220530,BLAUW,,20220530,20220530,59760
17730,P515SG,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220531,GRIJS,,20220531,20220531,45285
17731,P515TD,Personenauto,KIA,EV6,20220609,GRIJS,,20220609,20220609,44960
17732,P515TH,Personenauto,FIAT,500,20220613,GRIJS,,20220405,20220603,30600
17733,P515TK,Personenauto,CUPRA,BORN,20220627,GRIJS,,20220627,20220627,41675
17734,P515VD,Personenauto,BMW,I4 EDRIVE40,20220630,WIT,,20220630,20220630,77839
17735,P515VN,Personenauto,CITROEN,E-C4,20220623,ORANJE,,20220623,20220623,34399
17736,P515VX,Personenauto,KIA,EV6,20220624,WIT,,20220624,20220624,57260
17737,P515XF,Personenauto,MG,MG ZS EV,20220628,ROOD,,20220628,20220628,35740
17738,P515XG,Personenauto,HYUNDAI,KONA,20220630,WIT,,20220630,20220630,39590
17739,P515XK,Personenauto,HYUNDAI,IONIQ5,20220713,GRIJS,,20220713,20220713,57995
17740,P515XN,Personenauto,OPEL,MOKKA,20220720,WIT,,20220720,20220720,39095
17741,P515XR,Personenauto,OPEL,VIVARO,20220630,GRIJS,,20220630,20220630,59825
17742,P515XT,Personenauto,HYUNDAI,KONA,20220804,WIT,,20220630,20220630,38595
17743,P515XX,Personenauto,SKODA,ENYAQ 80,20220808,GRIJS,,20220808,20220808,57335
17744,P515XZ,Personenauto,PEUGEOT,2008,20220802,ZWART,,20220630,20220630,36349
17745,P515ZK,Personenauto,CITROEN,E-C4,20220714,WIT,,20220714,20220714,41199
17746,P516BL,Personenauto,AUDI,Q4 35 E-TRON,20220211,BLAUW,,20220211,20220211,54486
17747,P516DH,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20220905,WIT,,20220217,20220217,75812
17748,P516FB,Personenauto,VOLVO,XC40,20220221,GRIJS,,20220221,20220221,48874
17749,P516FJ,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220223,GRIJS,,20220223,20220223,39295
17750,P516FL,Personenauto,HYUNDAI,KONA,20220304,BLAUW,,20220304,20220304,43590
17751,P516FV,Personenauto,HYUNDAI,IONIQ5,20220409,BLAUW,,20220409,20220409,59600
17752,P516GF,Personenauto,CITROEN,E-C4,20220730,WIT,,20220228,20220228,40800
17753,P516GN,Personenauto,HYUNDAI,KONA,20220308,BLAUW,,20220308,20220308,44090
17754,P516GS,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220310,GRIJS,,20220310,20220310,49785
17755,P516KD,Personenauto,SKODA,ENYAQ 60,20220512,ZWART,,20220426,20220426,45355
17756,P516KG,Personenauto,SKODA,ENYAQ 80,20220407,ZWART,,20220407,20220407,57595
17757,P516KN,Personenauto,CUPRA,BORN,20220627,WIT,,20220627,20220627,41675
17758,P516NX,Personenauto,KIA,NIRO,20220507,GRIJS,,20220507,20220507,42345
17759,P516PP,Personenauto,SKODA,ENYAQ 60,20220527,BLAUW,,20220527,20220527,51795
17760,P516SV,Personenauto,SKODA,ENYAQ 60,20220608,BLAUW,,20220608,20220608,50755
17761,P516TD,Personenauto,KIA,EV6,20220606,GRIJS,,20220606,20220606,44960
17762,P516VB,Personenauto,SKODA,ENYAQ 80,20220620,ZWART,,20220620,20220620,57155
17763,P516VH,Personenauto,PEUGEOT,2008,20220831,WIT,,20220831,20220831,37029
17764,P516VN,Personenauto,CITROEN,E-C4,20220630,ORANJE,,20220630,20220630,35849
17765,P516VS,Personenauto,POLESTAR,POLESTAR 2,20220628,ZWART,,20220628,20220628,61900
17766,P516VX,Personenauto,KIA,EV6,20220630,GRIJS,,20220630,20220630,57260
17767,P516XB,Personenauto,SKODA,ENYAQ 80,20220708,GRIJS,,20220708,20220708,53397
17768,P516XF,Personenauto,MG,MG ZS EV,20220715,WIT,,20220715,20220715,35090
17769,P516XK,Personenauto,HYUNDAI,IONIQ5,20220709,GRIJS,,20220709,20220709,57100
17770,P516XN,Personenauto,OPEL,MOKKA,20220720,GROEN,,20220720,20220720,38896
17771,P516XR,Personenauto,OPEL,VIVARO,20220630,GRIJS,,20220630,20220630,59825
17772,P516XS,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220705,WIT,,20220705,20220705,59475
17773,P516XT,Personenauto,HYUNDAI,KONA,20220728,WIT,,20220728,20220728,41385
17774,P516XX,Personenauto,SKODA,ENYAQ 80,20220714,ZWART,,20220714,20220714,59335
17775,P516XZ,Personenauto,PEUGEOT,2008,20220930,ORANJE,,20220630,20220630,35749
17776,P516ZB,Personenauto,CITROEN,E-C4,20220811,GRIJS,,20220811,20220811,43150
17777,P517DH,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20220217,WIT,,20220217,20220217,75812
17778,P517DK,Personenauto,AUDI,Q4 SPORTBACK 40 E-TRON,20220215,GRIJS,,20220215,20220215,74248
17779,P517DN,Personenauto,VOLVO,XC40,20220216,ZWART,,20220216,20220216,46885
17780,P517FF,Personenauto,MINI,COOPER SE,20220304,ZWART,,20220304,20220304,39697
17781,P517FL,Personenauto,HYUNDAI,KONA,20220302,BLAUW,,20220302,20220302,43590
17782,P517FV,Personenauto,HYUNDAI,IONIQ5,20220302,GROEN,,20220302,20220302,59600
17783,P517GF,Personenauto,CITROEN,E-C4,20220228,GRIJS,,20220228,20220228,37849
17784,P517JB,Personenauto,KIA,EV6,20220325,GRIJS,,20220325,20220325,53860
17785,P517JF,Personenauto,VOLVO,XC40,20220325,ZWART,,20220325,20220325,51880
17786,P517JL,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220326,BLAUW,,20220326,20220326,41425
17787,P517JP,Personenauto,MINI,COOPER SE,20220331,WIT,,20220331,20220331,41036
17788,P517KD,Personenauto,SKODA,ENYAQ 80,20220420,ZWART,,20220420,20220420,54615
17789,P517KG,Personenauto,SKODA,ENYAQ 80,20220409,ZWART,,20220409,20220409,57595
17790,P517KN,Personenauto,CUPRA,BORN,20220429,BLAUW,,20220429,20220429,41915
17791,P517KS,Personenauto,PORSCHE,TAYCAN,20220408,ZWART,,20220408,20220408,111401
17792,P517NX,Personenauto,KIA,NIRO,20220504,GRIJS,,20220504,20220504,42345
17793,P517PG,Personenauto,MERCEDES-BENZ,EQA 250,20220513,ZWART,,20220513,20220513,50152
17794,P517PP,Personenauto,SKODA,ENYAQ 60,20220517,GRIJS,,20220517,20220517,44075
17795,P517PR,Personenauto,SKODA,ENYAQ 80,20220513,GRIJS,,20220513,20220513,54798
17796,P517SG,Personenauto,VOLKSWAGEN,ID.3 PRO S 150 KW,20220603,GRIJS,,20220603,20220603,43545
17797,P517SX,Personenauto,PEUGEOT,208,20220607,GRIJS,,20220607,20220607,34449
17798,P517TD,Personenauto,KIA,EV6,20220603,GRIJS,,20220603,20220603,44960
17799,P517VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17800,P517VL,Personenauto,SKODA,ENYAQ 60,20220630,GRIJS,,20220630,20220630,49465
17801,P517VN,Personenauto,CITROEN,E-C4,20220622,ZWART,,20220622,20220622,40800
17802,P517VS,Personenauto,POLESTAR,POLESTAR 2,20220722,GRIJS,,20220722,20220722,66900
17803,P517VX,Personenauto,KIA,EV6,20220630,ROOD,,20220630,20220630,56465
17804,P517XN,Personenauto,OPEL,MOKKA,20220816,WIT,,20220629,20220629,40097
17805,P517XR,Personenauto,OPEL,VIVARO,20220630,GRIJS,,20220630,20220630,59825
17806,P517XS,Personenauto,SKODA,ENYAQ 80,20220901,GRIJS,,20220728,20220728,56405
17807,P517XT,Personenauto,HYUNDAI,KONA,20220827,GRIJS,,20220827,20220827,42290
17808,P517XX,Personenauto,SKODA,ENYAQ 80,20220802,GRIJS,,20220728,20220728,57555
17809,P518DH,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20220521,GRIJS,,20220217,20220217,74626
17810,P518DK,Personenauto,AUDI,Q4 SPORTBACK 35 E-TRON,20220216,ZWART,,20220216,20220216,57500
17811,P518DN,Personenauto,VOLVO,XC40,20220215,ZWART,,20220215,20220215,50885
17812,P518DP,Personenauto,PEUGEOT,208,20220223,GEEL,,20220223,20220223,32150
17813,P518FB,Personenauto,VOLVO,C40,20220222,BLAUW,,20220222,20220222,60730
17814,P518FV,Personenauto,HYUNDAI,IONIQ5,20220331,ZWART,,20220331,20220331,60495
17815,P518GB,Personenauto,FORD,MUSTANG MACH-E,20220411,GRIJS,,20220411,20220411,51826
17816,P518GN,Personenauto,HYUNDAI,IONIQ5,20220316,GROEN,,20220316,20220316,46705
17817,P518GS,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220603,ZWART,,20220310,20220310,51765
17818,P518HL,Personenauto,TESLA,MODEL Y,20220321,GRIJS,,20220321,20220321,66300
17819,P518JB,Personenauto,KIA,EV6,20220415,GRIJS,,20220415,20220415,53860
17820,P518JF,Personenauto,VOLVO,XC40,20220325,ZWART,,20220325,20220325,44885
17821,P518JS,Personenauto,TESLA,MODEL Y,20220329,WIT,,20220329,20220329,64000
17822,P518KD,Personenauto,SKODA,ENYAQ 60,20220421,GRIJS,,20220421,20220421,48465
17823,P518KN,Personenauto,CUPRA,BORN,20220420,BLAUW,,20220420,20220420,41915
17824,P518LZ,Personenauto,AUDI,Q4 SPORTBACK 40 E-TRON,20220422,GRIJS,,20220422,20220422,74680
17825,P518ND,Personenauto,AUDI,Q4 40 E-TRON,20220428,ZWART,,20220428,20220428,59219
17826,P518NX,Personenauto,KIA,NIRO,20220509,BLAUW,,20220509,20220509,42345
17827,P518PD,Personenauto,VOLVO,C40,20220507,GRIJS,,20220507,20220507,60134
17828,P518RB,Personenauto,PEUGEOT,2008,20220520,ZWART,,20220520,20220520,37299
17829,P518RV,Personenauto,CUPRA,BORN,20220525,GRIJS,,20220525,20220525,44925
17830,P518ST,Personenauto,BMW,IX3,20220601,ZWART,,20220601,20220601,76221
17831,P518TD,Personenauto,KIA,EV6,20220603,GROEN,,20220603,20220603,44960
17832,P518VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17833,P518VN,Personenauto,CITROEN,E-C4,20220721,BLAUW,,20220721,20220721,37100
17834,P518VS,Personenauto,POLESTAR,POLESTAR 2,20220630,GRIJS,,20220630,20220630,61900
17835,P518VX,Personenauto,KIA,EV6,20220625,ZWART,,20220625,20220625,57760
17836,P518XF,Personenauto,MG,MG ZS EV,20220629,GRIJS,,20220629,20220629,33240
17837,P518XH,Personenauto,PEUGEOT,2008,20220630,ORANJE,,20220630,20220630,35599
17838,P518XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,57711
17839,P518XT,Personenauto,HYUNDAI,KONA,20220728,BLAUW,,20220728,20220728,42190
17840,P518XX,Personenauto,SKODA,ENYAQ 60,20220709,WIT,,20220709,20220709,44617
17841,P519BH,Personenauto,PORSCHE,TAYCAN 4,20220131,ZWART,,20220131,20220131,108245
17842,P519BJ,Personenauto,SKODA,ENYAQ 60,20220208,BLAUW,,20220208,20220208,44065
17843,P519DH,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20221004,WIT,,20220217,20220217,74626
17844,P519FD,Personenauto,PEUGEOT,208,20220225,GRIJS,,20220225,20220225,29950
17845,P519FL,Personenauto,HYUNDAI,IONIQ5,20220302,GROEN,,20220302,20220302,46705
17846,P519FT,Personenauto,CITROEN,E-C4,20220811,ZWART,,20220228,20220228,42999
